Instance,Terminal,Layer,X location,Y location,Voltage
clkload4,VGND,li1,76.1300,48.9600,0.000219
clkload3,VGND,li1,64.8600,43.5200,0.000499
clkload2,VGND,li1,55.2000,76.1600,0.000275
clkload1,VGND,li1,44.3900,32.6400,0.000126
clkload0,VGND,li1,29.9000,38.0800,0.000261
clkbuf_3_7__f_clk,VGND,li1,74.9800,70.7200,0.000626
clkbuf_3_6__f_clk,VGND,li1,57.0400,70.7200,0.000548
clkbuf_3_5__f_clk,VGND,li1,78.2000,43.5200,0.000563
clkbuf_3_4__f_clk,VGND,li1,63.9400,38.0800,0.000578
clkbuf_3_3__f_clk,VGND,li1,41.8600,76.1600,0.000238
clkbuf_3_2__f_clk,VGND,li1,29.9000,70.7200,0.000251
clkbuf_3_1__f_clk,VGND,li1,46.4600,38.0800,0.000468
clkbuf_3_0__f_clk,VGND,li1,36.3400,38.0800,0.000347
clkbuf_0_clk,VGND,li1,52.9000,54.4000,0.000349
fanout31,VGND,li1,11.0400,76.1600,0.000105
fanout30,VGND,li1,7.8200,76.1600,0.000105
fanout29,VGND,li1,64.4000,48.9600,0.000191
fanout28,VGND,li1,9.6600,43.5200,0.000113
fanout27,VGND,li1,79.5800,76.1600,0.000292
fanout26,VGND,li1,40.0200,21.7600,0.000038
fanout25,VGND,li1,55.6600,16.3200,0.000079
fanout24,VGND,li1,55.6600,32.6400,0.000142
fanout23,VGND,li1,63.4800,32.6400,0.000151
fanout22,VGND,li1,56.1200,38.0800,0.000520
fanout21,VGND,li1,32.6600,43.5200,0.000188
fanout20,VGND,li1,41.8600,81.6000,0.000063
output19,VGND,li1,81.8800,65.2800,0.000200
output18,VGND,li1,88.3200,70.7200,0.000626
output17,VGND,li1,88.3200,54.4000,0.000374
output16,VGND,li1,88.3200,43.5200,0.000563
output15,VGND,li1,80.9600,27.2000,0.000060
output14,VGND,li1,81.4200,21.7600,0.000062
output13,VGND,li1,88.3200,43.5200,0.000563
output12,VGND,li1,80.5000,38.0800,0.000600
output11,VGND,li1,7.8200,27.2000,0.000018
input10,VGND,li1,7.5900,70.7200,0.000182
input9,VGND,li1,10.3500,38.0800,0.000164
input8,VGND,li1,7.5900,87.0400,0.000028
input7,VGND,li1,7.5900,81.6000,0.000029
input6,VGND,li1,12.6500,76.1600,0.000105
input5,VGND,li1,7.5900,65.2800,0.000068
input4,VGND,li1,7.5900,48.9600,0.000049
input3,VGND,li1,8.9700,38.0800,0.000164
input2,VGND,li1,7.5900,43.5200,0.000113
input1,VGND,li1,7.5900,38.0800,0.000164
TAP_TAPCELL_ROW_30_160,VGND,li1,83.0300,92.7710,0.000098
TAP_TAPCELL_ROW_30_159,VGND,li1,70.1500,92.7710,0.000098
TAP_TAPCELL_ROW_30_158,VGND,li1,57.2700,92.7710,0.000085
TAP_TAPCELL_ROW_30_157,VGND,li1,44.3900,92.7710,0.000068
TAP_TAPCELL_ROW_30_156,VGND,li1,31.5100,92.7710,0.000044
TAP_TAPCELL_ROW_30_155,VGND,li1,18.6300,92.7710,0.000037
TAP_TAPCELL_ROW_29_154,VGND,li1,83.0300,92.1880,0.000098
TAP_TAPCELL_ROW_29_153,VGND,li1,57.2700,92.1880,0.000085
TAP_TAPCELL_ROW_29_152,VGND,li1,31.5100,92.1880,0.000044
TAP_TAPCELL_ROW_28_151,VGND,li1,70.1500,87.3310,0.000073
TAP_TAPCELL_ROW_28_150,VGND,li1,44.3900,87.3310,0.000061
TAP_TAPCELL_ROW_28_149,VGND,li1,18.6300,87.3310,0.000028
TAP_TAPCELL_ROW_27_148,VGND,li1,83.0300,86.7480,0.000073
TAP_TAPCELL_ROW_27_147,VGND,li1,57.2700,86.7480,0.000072
TAP_TAPCELL_ROW_27_146,VGND,li1,31.5100,86.7480,0.000040
TAP_TAPCELL_ROW_26_145,VGND,li1,70.1500,81.8910,0.000081
TAP_TAPCELL_ROW_26_144,VGND,li1,44.3900,81.8910,0.000066
TAP_TAPCELL_ROW_26_143,VGND,li1,18.6300,81.8910,0.000028
TAP_TAPCELL_ROW_25_142,VGND,li1,83.0300,81.3080,0.000081
TAP_TAPCELL_ROW_25_141,VGND,li1,57.2700,81.3080,0.000076
TAP_TAPCELL_ROW_25_140,VGND,li1,31.5100,81.3080,0.000044
TAP_TAPCELL_ROW_24_139,VGND,li1,70.1500,76.4510,0.000289
TAP_TAPCELL_ROW_24_138,VGND,li1,44.3900,76.4510,0.000246
TAP_TAPCELL_ROW_24_137,VGND,li1,18.6300,76.4510,0.000101
TAP_TAPCELL_ROW_23_136,VGND,li1,83.0300,75.8680,0.000292
TAP_TAPCELL_ROW_23_135,VGND,li1,57.2700,75.8680,0.000277
TAP_TAPCELL_ROW_23_134,VGND,li1,31.5100,75.8680,0.000162
TAP_TAPCELL_ROW_22_133,VGND,li1,70.1500,71.0110,0.000610
TAP_TAPCELL_ROW_22_132,VGND,li1,44.3900,71.0110,0.000416
TAP_TAPCELL_ROW_22_131,VGND,li1,18.6300,71.0110,0.000178
TAP_TAPCELL_ROW_21_130,VGND,li1,83.0300,70.4280,0.000626
TAP_TAPCELL_ROW_21_129,VGND,li1,57.2700,70.4280,0.000548
TAP_TAPCELL_ROW_21_128,VGND,li1,31.5100,70.4280,0.000251
TAP_TAPCELL_ROW_20_127,VGND,li1,70.1500,65.5710,0.000190
TAP_TAPCELL_ROW_20_126,VGND,li1,44.3900,65.5710,0.000136
TAP_TAPCELL_ROW_20_125,VGND,li1,18.6300,65.5710,0.000065
TAP_TAPCELL_ROW_19_124,VGND,li1,83.0300,64.9880,0.000201
TAP_TAPCELL_ROW_19_123,VGND,li1,57.2700,64.9880,0.000169
TAP_TAPCELL_ROW_19_122,VGND,li1,31.5100,64.9880,0.000088
TAP_TAPCELL_ROW_18_121,VGND,li1,70.1500,60.1310,0.000108
TAP_TAPCELL_ROW_18_120,VGND,li1,44.3900,60.1310,0.000079
TAP_TAPCELL_ROW_18_119,VGND,li1,18.6300,60.1310,0.000033
TAP_TAPCELL_ROW_17_118,VGND,li1,83.0300,59.5480,0.000116
TAP_TAPCELL_ROW_17_117,VGND,li1,57.2700,59.5480,0.000099
TAP_TAPCELL_ROW_17_116,VGND,li1,31.5100,59.5480,0.000054
TAP_TAPCELL_ROW_16_115,VGND,li1,70.1500,54.6910,0.000367
TAP_TAPCELL_ROW_16_114,VGND,li1,44.3900,54.6910,0.000273
TAP_TAPCELL_ROW_16_113,VGND,li1,18.6300,54.6910,0.000098
TAP_TAPCELL_ROW_15_112,VGND,li1,83.0300,54.1080,0.000374
TAP_TAPCELL_ROW_15_111,VGND,li1,57.2700,54.1080,0.000355
TAP_TAPCELL_ROW_15_110,VGND,li1,31.5100,54.1080,0.000162
TAP_TAPCELL_ROW_14_109,VGND,li1,70.1500,49.2510,0.000205
TAP_TAPCELL_ROW_14_108,VGND,li1,44.3900,49.2510,0.000130
TAP_TAPCELL_ROW_14_107,VGND,li1,18.6300,49.2510,0.000048
TAP_TAPCELL_ROW_13_106,VGND,li1,83.0300,48.6680,0.000223
TAP_TAPCELL_ROW_13_105,VGND,li1,57.2700,48.6680,0.000173
TAP_TAPCELL_ROW_13_104,VGND,li1,31.5100,48.6680,0.000074
TAP_TAPCELL_ROW_12_103,VGND,li1,70.1500,43.8110,0.000525
TAP_TAPCELL_ROW_12_102,VGND,li1,44.3900,43.8110,0.000307
TAP_TAPCELL_ROW_12_101,VGND,li1,18.6300,43.8110,0.000111
TAP_TAPCELL_ROW_11_100,VGND,li1,83.0300,43.2280,0.000563
TAP_TAPCELL_ROW_11_99,VGND,li1,57.2700,43.2280,0.000431
TAP_TAPCELL_ROW_11_98,VGND,li1,31.5100,43.2280,0.000164
TAP_TAPCELL_ROW_10_97,VGND,li1,70.1500,38.3710,0.000587
TAP_TAPCELL_ROW_10_96,VGND,li1,44.3900,38.3710,0.000438
TAP_TAPCELL_ROW_10_95,VGND,li1,18.6300,38.3710,0.000163
TAP_TAPCELL_ROW_9_94,VGND,li1,83.0300,37.7880,0.000601
TAP_TAPCELL_ROW_9_93,VGND,li1,57.2700,37.7880,0.000534
TAP_TAPCELL_ROW_9_92,VGND,li1,31.5100,37.7880,0.000261
TAP_TAPCELL_ROW_8_91,VGND,li1,70.1500,32.9310,0.000159
TAP_TAPCELL_ROW_8_90,VGND,li1,44.3900,32.9310,0.000126
TAP_TAPCELL_ROW_8_89,VGND,li1,18.6300,32.9310,0.000065
TAP_TAPCELL_ROW_7_88,VGND,li1,83.0300,32.3480,0.000173
TAP_TAPCELL_ROW_7_87,VGND,li1,57.2700,32.3480,0.000145
TAP_TAPCELL_ROW_7_86,VGND,li1,31.5100,32.3480,0.000083
TAP_TAPCELL_ROW_6_85,VGND,li1,70.1500,27.4910,0.000053
TAP_TAPCELL_ROW_6_84,VGND,li1,44.3900,27.4910,0.000036
TAP_TAPCELL_ROW_6_83,VGND,li1,18.6300,27.4910,0.000016
TAP_TAPCELL_ROW_5_82,VGND,li1,83.0300,26.9080,0.000061
TAP_TAPCELL_ROW_5_81,VGND,li1,57.2700,26.9080,0.000046
TAP_TAPCELL_ROW_5_80,VGND,li1,31.5100,26.9080,0.000019
TAP_TAPCELL_ROW_4_79,VGND,li1,70.1500,22.0510,0.000055
TAP_TAPCELL_ROW_4_78,VGND,li1,44.3900,22.0510,0.000040
TAP_TAPCELL_ROW_4_77,VGND,li1,18.6300,22.0510,0.000017
TAP_TAPCELL_ROW_3_76,VGND,li1,83.0300,21.4680,0.000062
TAP_TAPCELL_ROW_3_75,VGND,li1,57.2700,21.4680,0.000048
TAP_TAPCELL_ROW_3_74,VGND,li1,31.5100,21.4680,0.000026
TAP_TAPCELL_ROW_2_73,VGND,li1,70.1500,16.6110,0.000094
TAP_TAPCELL_ROW_2_72,VGND,li1,44.3900,16.6110,0.000061
TAP_TAPCELL_ROW_2_71,VGND,li1,18.6300,16.6110,0.000023
TAP_TAPCELL_ROW_1_70,VGND,li1,83.0300,16.0280,0.000108
TAP_TAPCELL_ROW_1_69,VGND,li1,57.2700,16.0280,0.000079
TAP_TAPCELL_ROW_1_68,VGND,li1,31.5100,16.0280,0.000037
TAP_TAPCELL_ROW_0_67,VGND,li1,83.0300,11.1710,0.000000
TAP_TAPCELL_ROW_0_66,VGND,li1,70.1500,11.1710,0.000000
TAP_TAPCELL_ROW_0_65,VGND,li1,57.2700,11.1710,0.000000
TAP_TAPCELL_ROW_0_64,VGND,li1,44.3900,11.1710,0.000000
TAP_TAPCELL_ROW_0_63,VGND,li1,31.5100,11.1710,0.000000
TAP_TAPCELL_ROW_0_62,VGND,li1,18.6300,11.1710,0.000000
PHY_EDGE_ROW_30_Left_61,VGND,li1,6.2100,92.4800,0.000037
PHY_EDGE_ROW_29_Left_60,VGND,li1,6.2100,92.4800,0.000037
PHY_EDGE_ROW_28_Left_59,VGND,li1,6.2100,87.0400,0.000028
PHY_EDGE_ROW_27_Left_58,VGND,li1,6.2100,87.0400,0.000028
PHY_EDGE_ROW_26_Left_57,VGND,li1,6.2100,81.6000,0.000029
PHY_EDGE_ROW_25_Left_56,VGND,li1,6.2100,81.6000,0.000029
PHY_EDGE_ROW_24_Left_55,VGND,li1,6.2100,76.1600,0.000105
PHY_EDGE_ROW_23_Left_54,VGND,li1,6.2100,76.1600,0.000105
PHY_EDGE_ROW_22_Left_53,VGND,li1,6.2100,70.7200,0.000182
PHY_EDGE_ROW_21_Left_52,VGND,li1,6.2100,70.7200,0.000182
PHY_EDGE_ROW_20_Left_51,VGND,li1,6.2100,65.2800,0.000068
PHY_EDGE_ROW_19_Left_50,VGND,li1,6.2100,65.2800,0.000068
PHY_EDGE_ROW_18_Left_49,VGND,li1,6.2100,59.8400,0.000033
PHY_EDGE_ROW_17_Left_48,VGND,li1,6.2100,59.8400,0.000033
PHY_EDGE_ROW_16_Left_47,VGND,li1,6.2100,54.4000,0.000099
PHY_EDGE_ROW_15_Left_46,VGND,li1,6.2100,54.4000,0.000099
PHY_EDGE_ROW_14_Left_45,VGND,li1,6.2100,48.9600,0.000049
PHY_EDGE_ROW_13_Left_44,VGND,li1,6.2100,48.9600,0.000049
PHY_EDGE_ROW_12_Left_43,VGND,li1,6.2100,43.5200,0.000113
PHY_EDGE_ROW_11_Left_42,VGND,li1,6.2100,43.5200,0.000113
PHY_EDGE_ROW_10_Left_41,VGND,li1,6.2100,38.0800,0.000164
PHY_EDGE_ROW_9_Left_40,VGND,li1,6.2100,38.0800,0.000164
PHY_EDGE_ROW_8_Left_39,VGND,li1,6.2100,32.6400,0.000074
PHY_EDGE_ROW_7_Left_38,VGND,li1,6.2100,32.6400,0.000074
PHY_EDGE_ROW_6_Left_37,VGND,li1,6.2100,27.2000,0.000018
PHY_EDGE_ROW_5_Left_36,VGND,li1,6.2100,27.2000,0.000018
PHY_EDGE_ROW_4_Left_35,VGND,li1,6.2100,21.7600,0.000017
PHY_EDGE_ROW_3_Left_34,VGND,li1,6.2100,21.7600,0.000017
PHY_EDGE_ROW_2_Left_33,VGND,li1,6.2100,16.3200,0.000023
PHY_EDGE_ROW_1_Left_32,VGND,li1,6.2100,16.3200,0.000023
PHY_EDGE_ROW_0_Left_31,VGND,li1,6.2100,10.8800,0.000000
PHY_EDGE_ROW_30_Right_30,VGND,li1,89.9300,92.4800,0.000098
PHY_EDGE_ROW_29_Right_29,VGND,li1,89.9300,92.4800,0.000098
PHY_EDGE_ROW_28_Right_28,VGND,li1,89.9300,87.0400,0.000073
PHY_EDGE_ROW_27_Right_27,VGND,li1,89.9300,87.0400,0.000073
PHY_EDGE_ROW_26_Right_26,VGND,li1,89.9300,81.6000,0.000081
PHY_EDGE_ROW_25_Right_25,VGND,li1,89.9300,81.6000,0.000081
PHY_EDGE_ROW_24_Right_24,VGND,li1,89.9300,76.1600,0.000292
PHY_EDGE_ROW_23_Right_23,VGND,li1,89.9300,76.1600,0.000292
PHY_EDGE_ROW_22_Right_22,VGND,li1,89.9300,70.7200,0.000626
PHY_EDGE_ROW_21_Right_21,VGND,li1,89.9300,70.7200,0.000626
PHY_EDGE_ROW_20_Right_20,VGND,li1,89.9300,65.2800,0.000203
PHY_EDGE_ROW_19_Right_19,VGND,li1,89.9300,65.2800,0.000203
PHY_EDGE_ROW_18_Right_18,VGND,li1,89.9300,59.8400,0.000117
PHY_EDGE_ROW_17_Right_17,VGND,li1,89.9300,59.8400,0.000117
PHY_EDGE_ROW_16_Right_16,VGND,li1,89.9300,54.4000,0.000374
PHY_EDGE_ROW_15_Right_15,VGND,li1,89.9300,54.4000,0.000374
PHY_EDGE_ROW_14_Right_14,VGND,li1,89.9300,48.9600,0.000224
PHY_EDGE_ROW_13_Right_13,VGND,li1,89.9300,48.9600,0.000224
PHY_EDGE_ROW_12_Right_12,VGND,li1,89.9300,43.5200,0.000563
PHY_EDGE_ROW_11_Right_11,VGND,li1,89.9300,43.5200,0.000563
PHY_EDGE_ROW_10_Right_10,VGND,li1,89.9300,38.0800,0.000603
PHY_EDGE_ROW_9_Right_9,VGND,li1,89.9300,38.0800,0.000603
PHY_EDGE_ROW_8_Right_8,VGND,li1,89.9300,32.6400,0.000174
PHY_EDGE_ROW_7_Right_7,VGND,li1,89.9300,32.6400,0.000174
PHY_EDGE_ROW_6_Right_6,VGND,li1,89.9300,27.2000,0.000062
PHY_EDGE_ROW_5_Right_5,VGND,li1,89.9300,27.2000,0.000062
PHY_EDGE_ROW_4_Right_4,VGND,li1,89.9300,21.7600,0.000064
PHY_EDGE_ROW_3_Right_3,VGND,li1,89.9300,21.7600,0.000064
PHY_EDGE_ROW_2_Right_2,VGND,li1,89.9300,16.3200,0.000108
PHY_EDGE_ROW_1_Right_1,VGND,li1,89.9300,16.3200,0.000108
PHY_EDGE_ROW_0_Right_0,VGND,li1,89.9300,10.8800,0.000000
_500_,VGND,li1,68.5400,65.2800,0.000188
_499_,VGND,li1,61.1800,59.8400,0.000102
_498_,VGND,li1,66.2400,54.4000,0.000365
_497_,VGND,li1,62.1000,38.0800,0.000568
_496_,VGND,li1,51.0600,32.6400,0.000137
_495_,VGND,li1,48.3000,27.2000,0.000040
_494_,VGND,li1,51.0600,16.3200,0.000073
_493_,VGND,li1,43.4700,16.3200,0.000061
_492_,VGND,li1,35.4200,16.3200,0.000047
_491_,VGND,li1,53.3600,87.0400,0.000072
_490_,VGND,li1,66.2400,81.6000,0.000081
_489_,VGND,li1,69.9200,92.4800,0.000098
_488_,VGND,li1,62.5600,92.4800,0.000093
_487_,VGND,li1,61.1800,70.7200,0.000569
_486_,VGND,li1,24.3800,76.1600,0.000097
_485_,VGND,li1,27.6000,92.4800,0.000039
_484_,VGND,li1,41.4000,92.4800,0.000064
_483_,VGND,li1,48.3000,87.0400,0.000068
_482_,VGND,li1,14.7200,70.7200,0.000181
_481_,VGND,li1,27.6000,70.7200,0.000214
_480_,VGND,li1,34.5000,59.8400,0.000061
_479_,VGND,li1,38.1800,43.5200,0.000246
_478_,VGND,li1,48.3000,54.4000,0.000318
_477_,VGND,li1,40.9400,54.4000,0.000258
_476_,VGND,li1,85.5600,59.8400,0.000117
_475_,VGND,li1,85.5600,65.2800,0.000203
_474_,VGND,li1,85.5600,48.9600,0.000224
_473_,VGND,li1,85.5600,32.6400,0.000174
_472_,VGND,li1,85.5600,27.2000,0.000062
_471_,VGND,li1,85.5600,21.7600,0.000064
_470_,VGND,li1,85.5600,38.0800,0.000603
_469_,VGND,li1,79.1200,43.5200,0.000563
_468_,VGND,li1,11.9600,81.6000,0.000029
_467_,VGND,li1,11.9600,81.6000,0.000029
_466_,VGND,li1,11.5000,76.1600,0.000105
_465_,VGND,li1,10.3500,65.2800,0.000068
_464_,VGND,li1,9.8900,54.4000,0.000099
_463_,VGND,li1,12.6500,38.0800,0.000164
_462_,VGND,li1,11.2700,48.9600,0.000049
_461_,VGND,li1,12.1900,43.5200,0.000112
_460_,VGND,li1,17.9400,76.1600,0.000103
_459_,VGND,li1,24.8400,87.0400,0.000028
_458_,VGND,li1,36.3400,87.0400,0.000049
_457_,VGND,li1,18.4000,92.4800,0.000037
_456_,VGND,li1,12.4200,65.2800,0.000068
_455_,VGND,li1,23.4600,65.2800,0.000061
_454_,VGND,li1,27.1400,59.8400,0.000039
_453_,VGND,li1,35.4200,38.0800,0.000347
_452_,VGND,li1,37.7200,54.4000,0.000223
_451_,VGND,li1,38.6400,48.9600,0.000108
_450_,VGND,li1,38.6400,81.6000,0.000059
_449_,VGND,li1,46.4600,81.6000,0.000069
_448_,VGND,li1,50.1400,76.1600,0.000263
_447_,VGND,li1,48.3000,70.7200,0.000447
_446_,VGND,li1,35.4200,70.7200,0.000316
_445_,VGND,li1,37.7200,65.2800,0.000114
_444_,VGND,li1,45.0800,65.2800,0.000136
_443_,VGND,li1,48.3000,65.2800,0.000148
_442_,VGND,li1,55.6600,65.2800,0.000165
_441_,VGND,li1,27.6000,81.6000,0.000033
_440_,VGND,li1,56.1200,76.1600,0.000275
_439_,VGND,li1,62.1000,43.5200,0.000475
_438_,VGND,li1,14.7200,32.6400,0.000070
_437_,VGND,li1,34.9600,76.1600,0.000179
_436_,VGND,li1,51.0600,48.9600,0.000149
_435_,VGND,li1,10.5800,32.6400,0.000074
_434_,VGND,li1,79.1200,16.3200,0.000106
_433_,VGND,li1,79.1200,32.6400,0.000171
_432_,VGND,li1,81.8800,16.3200,0.000108
_431_,VGND,li1,74.0600,38.0800,0.000596
_430_,VGND,li1,75.9000,38.0800,0.000598
_429_,VGND,li1,65.7800,76.1600,0.000287
_428_,VGND,li1,68.5400,70.7200,0.000599
_427_,VGND,li1,53.3600,59.8400,0.000093
_426_,VGND,li1,55.2000,48.9600,0.000167
_425_,VGND,li1,53.3600,43.5200,0.000395
_424_,VGND,li1,48.3000,38.0800,0.000481
_423_,VGND,li1,40.0200,32.6400,0.000115
_422_,VGND,li1,35.4200,32.6400,0.000095
_421_,VGND,li1,35.8800,21.7600,0.000035
_420_,VGND,li1,35.4200,21.7600,0.000035
_419_,VGND,li1,81.8800,54.4000,0.000374
_418_,VGND,li1,76.8200,65.2800,0.000198
_417_,VGND,li1,75.9000,48.9600,0.000219
_416_,VGND,li1,74.9800,76.1600,0.000292
_415_,VGND,li1,63.7100,59.8400,0.000104
_414_,VGND,li1,74.2900,65.2800,0.000195
_413_,VGND,li1,57.2700,59.8400,0.000099
_412_,VGND,li1,60.0300,54.4000,0.000358
_411_,VGND,li1,66.9300,54.4000,0.000365
_410_,VGND,li1,64.6300,48.9600,0.000191
_409_,VGND,li1,58.1900,38.0800,0.000534
_408_,VGND,li1,59.5700,32.6400,0.000148
_407_,VGND,li1,46.2300,32.6400,0.000130
_406_,VGND,li1,50.3700,32.6400,0.000137
_405_,VGND,li1,49.4500,21.7600,0.000043
_404_,VGND,li1,45.7700,27.2000,0.000036
_403_,VGND,li1,47.8400,16.3200,0.000068
_402_,VGND,li1,51.5200,21.7600,0.000044
_401_,VGND,li1,45.7700,16.3200,0.000065
_400_,VGND,li1,43.0100,21.7600,0.000040
_399_,VGND,li1,29.6700,16.3200,0.000030
_398_,VGND,li1,40.7100,16.3200,0.000054
_397_,VGND,li1,58.8800,87.0400,0.000072
_396_,VGND,li1,61.6400,81.6000,0.000079
_395_,VGND,li1,71.3000,81.6000,0.000081
_394_,VGND,li1,63.0200,87.0400,0.000072
_393_,VGND,li1,68.5400,87.0400,0.000073
_392_,VGND,li1,57.2700,87.0400,0.000072
_391_,VGND,li1,59.1100,81.6000,0.000077
_390_,VGND,li1,59.5700,76.1600,0.000280
_389_,VGND,li1,23.2300,70.7200,0.000175
_388_,VGND,li1,30.5900,87.0400,0.000040
_387_,VGND,li1,42.0900,87.0400,0.000058
_386_,VGND,li1,45.3100,87.0400,0.000064
_385_,VGND,li1,20.4700,70.7200,0.000177
_384_,VGND,li1,27.3700,76.1600,0.000129
_383_,VGND,li1,34.7300,59.8400,0.000061
_382_,VGND,li1,38.4100,43.5200,0.000246
_381_,VGND,li1,44.3900,59.8400,0.000079
_380_,VGND,li1,46.6900,48.9600,0.000139
_379_,VGND,li1,86.7100,59.8400,0.000117
_378_,VGND,li1,86.2500,65.2800,0.000203
_377_,VGND,li1,85.7900,48.9600,0.000224
_376_,VGND,li1,86.7100,32.6400,0.000174
_375_,VGND,li1,86.7100,27.2000,0.000062
_374_,VGND,li1,86.7100,21.7600,0.000064
_373_,VGND,li1,86.7100,38.0800,0.000603
_372_,VGND,li1,85.3300,43.5200,0.000563
_371_,VGND,li1,16.5600,76.1600,0.000103
_370_,VGND,li1,23.0000,87.0400,0.000028
_369_,VGND,li1,18.6300,87.0400,0.000028
_368_,VGND,li1,29.6700,81.6000,0.000041
_367_,VGND,li1,30.5900,87.0400,0.000040
_366_,VGND,li1,25.9900,81.6000,0.000033
_365_,VGND,li1,16.5600,87.0400,0.000028
_364_,VGND,li1,20.0100,81.6000,0.000028
_363_,VGND,li1,20.2400,87.0400,0.000028
_362_,VGND,li1,14.9500,65.2800,0.000066
_361_,VGND,li1,14.7200,54.4000,0.000098
_360_,VGND,li1,14.2600,59.8400,0.000033
_359_,VGND,li1,17.4800,54.4000,0.000098
_358_,VGND,li1,15.4100,54.4000,0.000098
_357_,VGND,li1,21.8500,65.2800,0.000061
_356_,VGND,li1,24.1500,65.2800,0.000057
_355_,VGND,li1,22.0800,48.9600,0.000047
_354_,VGND,li1,23.6900,54.4000,0.000097
_353_,VGND,li1,25.9900,59.8400,0.000039
_352_,VGND,li1,22.0800,59.8400,0.000033
_351_,VGND,li1,22.3100,54.4000,0.000097
_350_,VGND,li1,19.5500,54.4000,0.000097
_349_,VGND,li1,17.7100,54.4000,0.000098
_348_,VGND,li1,28.2900,54.4000,0.000138
_347_,VGND,li1,25.7600,54.4000,0.000116
_346_,VGND,li1,26.4500,38.0800,0.000207
_345_,VGND,li1,25.9900,43.5200,0.000108
_344_,VGND,li1,32.4300,54.4000,0.000179
_343_,VGND,li1,28.0600,54.4000,0.000138
_342_,VGND,li1,21.8500,54.4000,0.000097
_341_,VGND,li1,19.0900,54.4000,0.000098
_340_,VGND,li1,33.3500,48.9600,0.000083
_339_,VGND,li1,29.4400,48.9600,0.000065
_338_,VGND,li1,29.2100,48.9600,0.000065
_337_,VGND,li1,27.3700,43.5200,0.000133
_336_,VGND,li1,30.3600,43.5200,0.000164
_335_,VGND,li1,15.6400,48.9600,0.000048
_334_,VGND,li1,25.5300,48.9600,0.000047
_333_,VGND,li1,32.4300,54.4000,0.000179
_332_,VGND,li1,22.7700,43.5200,0.000109
_331_,VGND,li1,19.7800,43.5200,0.000110
_330_,VGND,li1,23.6900,43.5200,0.000109
_329_,VGND,li1,23.0000,48.9600,0.000047
_328_,VGND,li1,25.0700,43.5200,0.000108
_327_,VGND,li1,20.9300,43.5200,0.000110
_326_,VGND,li1,17.7100,48.9600,0.000048
_325_,VGND,li1,22.3100,38.0800,0.000162
_324_,VGND,li1,21.8500,32.6400,0.000061
_323_,VGND,li1,33.3500,87.0400,0.000046
_322_,VGND,li1,50.3700,92.4800,0.000077
_321_,VGND,li1,55.4300,81.6000,0.000074
_320_,VGND,li1,42.5500,76.1600,0.000238
_319_,VGND,li1,39.3300,81.6000,0.000059
_318_,VGND,li1,34.2700,65.2800,0.000098
_317_,VGND,li1,42.0900,65.2800,0.000129
_316_,VGND,li1,48.0700,59.8400,0.000085
_315_,VGND,li1,52.2100,59.8400,0.000093
_314_,VGND,li1,29.6700,76.1600,0.000148
_313_,VGND,li1,32.8900,81.6000,0.000044
_312_,VGND,li1,78.6600,10.8800,0.000000
_311_,VGND,li1,73.6000,10.8800,0.000000
_310_,VGND,li1,73.8300,16.3200,0.000099
_309_,VGND,li1,71.0700,16.3200,0.000097
_308_,VGND,li1,78.2000,27.2000,0.000057
_307_,VGND,li1,62.5600,27.2000,0.000049
_306_,VGND,li1,58.8800,27.2000,0.000046
_305_,VGND,li1,55.4300,27.2000,0.000045
_304_,VGND,li1,52.9000,27.2000,0.000043
_303_,VGND,li1,54.7400,21.7600,0.000047
_302_,VGND,li1,54.7400,21.7600,0.000047
_301_,VGND,li1,59.8000,21.7600,0.000050
_300_,VGND,li1,50.8300,21.7600,0.000044
_299_,VGND,li1,53.1300,16.3200,0.000076
_298_,VGND,li1,53.5900,27.2000,0.000043
_297_,VGND,li1,78.6600,21.7600,0.000061
_296_,VGND,li1,73.3700,16.3200,0.000099
_295_,VGND,li1,75.4400,21.7600,0.000059
_294_,VGND,li1,71.5300,27.2000,0.000054
_293_,VGND,li1,75.4400,27.2000,0.000056
_292_,VGND,li1,73.8300,27.2000,0.000055
_291_,VGND,li1,73.8300,32.6400,0.000165
_290_,VGND,li1,68.3100,48.9600,0.000200
_289_,VGND,li1,67.1600,32.6400,0.000157
_288_,VGND,li1,64.8600,21.7600,0.000052
_287_,VGND,li1,65.0900,32.6400,0.000154
_286_,VGND,li1,63.0200,27.2000,0.000049
_285_,VGND,li1,66.2400,27.2000,0.000050
_284_,VGND,li1,70.6100,38.0800,0.000587
_283_,VGND,li1,71.3000,32.6400,0.000162
_282_,VGND,li1,67.8500,32.6400,0.000157
_281_,VGND,li1,73.6000,27.2000,0.000055
_280_,VGND,li1,66.9300,27.2000,0.000051
_279_,VGND,li1,72.2200,21.7600,0.000056
_278_,VGND,li1,76.3600,16.3200,0.000103
_277_,VGND,li1,69.0000,16.3200,0.000094
_276_,VGND,li1,66.0100,16.3200,0.000091
_275_,VGND,li1,71.9900,21.7600,0.000056
_274_,VGND,li1,68.5400,21.7600,0.000055
_273_,VGND,li1,58.1900,27.2000,0.000046
_272_,VGND,li1,63.9400,21.7600,0.000052
_271_,VGND,li1,68.7700,16.3200,0.000094
_270_,VGND,li1,71.3000,16.3200,0.000097
_269_,VGND,li1,55.8900,16.3200,0.000079
